country,status,forest_type,region,mgmt_type,mgmt_strategy,species group,age_class,volume,stem_biomass,bark_biomass,branches_biomass,foliage_biomass,foliage/stem ratio,total_agb,bcef
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_4,141,70.21796348,0.205153079,0.246997639,0.075330668,0%,70.74544487,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_5,156.1,77.26506988,0.205430003,0.248522083,0.074173229,0%,77.7931952,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_6,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_7,175.4,86.21340896,0.205998284,0.249935569,0.07279755,0%,86.74214036,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_8,180.8,88.70624246,0.206194042,0.250238978,0.072430435,0%,89.23510592,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_9,184.2,90.2735072,0.206324731,0.250411389,0.072202885,0%,90.80244621,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_10,185.7,90.96439446,0.206384151,0.250483041,0.072103347,0%,91.493365,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_11,185.8,91.01044169,0.20638815,0.250487723,0.07209673,0%,91.53941429,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_12,184.7,90.5038403,0.206344419,0.250435569,0.072169648,0%,91.03278994,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_13,182.6,89.53618886,0.206262532,0.250332002,0.07230963,0%,90.06509302,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_14,179.7,88.1988094,0.206152972,0.250180163,0.07250464,0%,88.72764718,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_15,176.1,86.53681069,0.20602282,0.249977007,0.072749554,0%,87.06556007,0.49
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_16,171.9,84.59523293,0.205879488,0.24971866,0.073039406,0%,85.12387048,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_17,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_18,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_19,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU22,H,E,broad,AgeCL_20,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_1,59,30.95738272,0.208724628,0.226794734,0.084040883,0%,31.47694297,0.53
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_2,94.7,48.29949617,0.205667545,0.239005863,0.079535784,0%,48.82370536,0.52
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_3,121.1,60.86035124,0.205074256,0.244282945,0.076994128,0%,61.38670257,0.51
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_4,141,70.21796348,0.205153079,0.246997639,0.075330668,0%,70.74544487,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_5,156.1,77.26506988,0.205430003,0.248522083,0.074173229,0%,77.7931952,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_6,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_7,175.4,86.21340896,0.205998284,0.249935569,0.07279755,0%,86.74214036,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_8,180.8,88.70624246,0.206194042,0.250238978,0.072430435,0%,89.23510592,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_9,184.2,90.2735072,0.206324731,0.250411389,0.072202885,0%,90.80244621,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_10,185.7,90.96439446,0.206384151,0.250483041,0.072103347,0%,91.493365,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_11,185.8,91.01044169,0.20638815,0.250487723,0.07209673,0%,91.53941429,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_12,184.7,90.5038403,0.206344419,0.250435569,0.072169648,0%,91.03278994,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_13,182.6,89.53618886,0.206262532,0.250332002,0.07230963,0%,90.06509302,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_14,179.7,88.1988094,0.206152972,0.250180163,0.07250464,0%,88.72764718,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_15,176.1,86.53681069,0.20602282,0.249977007,0.072749554,0%,87.06556007,0.49
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_16,171.9,84.59523293,0.205879488,0.24971866,0.073039406,0%,85.12387048,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_17,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_18,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_19,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU23,H,E,broad,AgeCL_20,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_1,59,30.95738272,0.208724628,0.226794734,0.084040883,0%,31.47694297,0.53
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_2,94.7,48.29949617,0.205667545,0.239005863,0.079535784,0%,48.82370536,0.52
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_3,121.1,60.86035124,0.205074256,0.244282945,0.076994128,0%,61.38670257,0.51
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_4,141,70.21796348,0.205153079,0.246997639,0.075330668,0%,70.74544487,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_5,156.1,77.26506988,0.205430003,0.248522083,0.074173229,0%,77.7931952,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_6,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_7,175.4,86.21340896,0.205998284,0.249935569,0.07279755,0%,86.74214036,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_8,180.8,88.70624246,0.206194042,0.250238978,0.072430435,0%,89.23510592,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_9,184.2,90.2735072,0.206324731,0.250411389,0.072202885,0%,90.80244621,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_10,185.7,90.96439446,0.206384151,0.250483041,0.072103347,0%,91.493365,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_11,185.8,91.01044169,0.20638815,0.250487723,0.07209673,0%,91.53941429,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_12,184.7,90.5038403,0.206344419,0.250435569,0.072169648,0%,91.03278994,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_13,182.6,89.53618886,0.206262532,0.250332002,0.07230963,0%,90.06509302,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_14,179.7,88.1988094,0.206152972,0.250180163,0.07250464,0%,88.72764718,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_15,176.1,86.53681069,0.20602282,0.249977007,0.072749554,0%,87.06556007,0.49
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_16,171.9,84.59523293,0.205879488,0.24971866,0.073039406,0%,85.12387048,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_17,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_18,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_19,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU31,H,E,broad,AgeCL_20,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_1,59,30.95738272,0.208724628,0.226794734,0.084040883,0%,31.47694297,0.53
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_2,94.7,48.29949617,0.205667545,0.239005863,0.079535784,0%,48.82370536,0.52
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_3,121.1,60.86035124,0.205074256,0.244282945,0.076994128,0%,61.38670257,0.51
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_4,141,70.21796348,0.205153079,0.246997639,0.075330668,0%,70.74544487,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_5,156.1,77.26506988,0.205430003,0.248522083,0.074173229,0%,77.7931952,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_6,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_7,175.4,86.21340896,0.205998284,0.249935569,0.07279755,0%,86.74214036,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_8,180.8,88.70624246,0.206194042,0.250238978,0.072430435,0%,89.23510592,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_9,184.2,90.2735072,0.206324731,0.250411389,0.072202885,0%,90.80244621,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_10,185.7,90.96439446,0.206384151,0.250483041,0.072103347,0%,91.493365,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_11,185.8,91.01044169,0.20638815,0.250487723,0.07209673,0%,91.53941429,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_12,184.7,90.5038403,0.206344419,0.250435569,0.072169648,0%,91.03278994,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_13,182.6,89.53618886,0.206262532,0.250332002,0.07230963,0%,90.06509302,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_14,179.7,88.1988094,0.206152972,0.250180163,0.07250464,0%,88.72764718,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_15,176.1,86.53681069,0.20602282,0.249977007,0.072749554,0%,87.06556007,0.49
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_16,171.9,84.59523293,0.205879488,0.24971866,0.073039406,0%,85.12387048,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_17,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_18,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_19,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU32,H,E,broad,AgeCL_20,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_1,59,30.95738272,0.208724628,0.226794734,0.084040883,0%,31.47694297,0.53
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_2,94.7,48.29949617,0.205667545,0.239005863,0.079535784,0%,48.82370536,0.52
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_3,121.1,60.86035124,0.205074256,0.244282945,0.076994128,0%,61.38670257,0.51
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_4,141,70.21796348,0.205153079,0.246997639,0.075330668,0%,70.74544487,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_5,156.1,77.26506988,0.205430003,0.248522083,0.074173229,0%,77.7931952,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_6,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_7,175.4,86.21340896,0.205998284,0.249935569,0.07279755,0%,86.74214036,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_8,180.8,88.70624246,0.206194042,0.250238978,0.072430435,0%,89.23510592,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_9,184.2,90.2735072,0.206324731,0.250411389,0.072202885,0%,90.80244621,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_10,185.7,90.96439446,0.206384151,0.250483041,0.072103347,0%,91.493365,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_11,185.8,91.01044169,0.20638815,0.250487723,0.07209673,0%,91.53941429,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_12,184.7,90.5038403,0.206344419,0.250435569,0.072169648,0%,91.03278994,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_13,182.6,89.53618886,0.206262532,0.250332002,0.07230963,0%,90.06509302,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_14,179.7,88.1988094,0.206152972,0.250180163,0.07250464,0%,88.72764718,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_15,176.1,86.53681069,0.20602282,0.249977007,0.072749554,0%,87.06556007,0.49
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_16,171.9,84.59523293,0.205879488,0.24971866,0.073039406,0%,85.12387048,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_17,167.3,82.46547446,0.205733509,0.249408134,0.07336219,0%,82.99397829,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_18,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_19,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OH,HU33,H,E,broad,AgeCL_20,162.5,80.23936974,0.205594089,0.249051778,0.073705255,0%,80.76772086,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_1,64.5,33.66289112,0.207990185,0.229239745,0.083223137,0%,34.18334419,0.53
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_2,113.8,57.40521345,0.205146001,0.243042572,0.077652763,0%,57.93105479,0.51
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_3,143.7,71.4812334,0.205190278,0.247300812,0.075117755,0%,72.00884225,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_4,158.2,78.24180366,0.205480996,0.248703007,0.074018297,0%,78.77000596,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_5,161.5,79.77510535,0.20556677,0.248973215,0.073777563,0%,80.3034229,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_6,157.2,77.77678992,0.205456359,0.248617738,0.074091903,0%,78.30495592,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_7,148.1,73.53686064,0.205262798,0.24776537,0.074776536,0%,74.06466534,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_8,136.2,67.96854806,0.205101436,0.24642286,0.075716175,0%,68.49578853,0.50
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_9,123,61.75755626,0.205065307,0.244582332,0.076827372,0%,62.28403127,0.51
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_10,109.4,55.31628891,0.205220229,0.242220775,0.078064606,0%,55.84179452,0.51
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_11,96.3,49.06623041,0.205602182,0.23939459,0.079367707,0%,49.59059489,0.51
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_12,83.9,43.10297375,0.206236456,0.236090686,0.080730943,0%,43.62603184,0.52
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_13,72.5,37.57383689,0.207129613,0.232361348,0.082130846,0%,38.0954587,0.53
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_14,62.2,32.53325025,0.208281556,0.228249837,0.083557746,0%,33.05333939,0.53
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_15,53,27.98854577,0.209690716,0.223791794,0.085009769,0%,28.50703805,0.54
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_16,45,23.99812031,0.211321866,0.219111894,0.086460686,0%,24.51501476,0.54
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_17,38,20.47153333,0.213184984,0.21419176,0.087931342,0%,20.98684142,0.55
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_18,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_19,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU11,H,E,broad,AgeCL_20,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_1,64.5,33.66289112,0.207990185,0.229239745,0.083223137,0%,34.18334419,0.53
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_2,113.8,57.40521345,0.205146001,0.243042572,0.077652763,0%,57.93105479,0.51
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_3,143.7,71.4812334,0.205190278,0.247300812,0.075117755,0%,72.00884225,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_4,158.2,78.24180366,0.205480996,0.248703007,0.074018297,0%,78.77000596,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_5,161.5,79.77510535,0.20556677,0.248973215,0.073777563,0%,80.3034229,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_6,157.2,77.77678992,0.205456359,0.248617738,0.074091903,0%,78.30495592,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_7,148.1,73.53686064,0.205262798,0.24776537,0.074776536,0%,74.06466534,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_8,136.2,67.96854806,0.205101436,0.24642286,0.075716175,0%,68.49578853,0.50
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_9,123,61.75755626,0.205065307,0.244582332,0.076827372,0%,62.28403127,0.51
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_10,109.4,55.31628891,0.205220229,0.242220775,0.078064606,0%,55.84179452,0.51
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_11,96.3,49.06623041,0.205602182,0.23939459,0.079367707,0%,49.59059489,0.51
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_12,83.9,43.10297375,0.206236456,0.236090686,0.080730943,0%,43.62603184,0.52
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_13,72.5,37.57383689,0.207129613,0.232361348,0.082130846,0%,38.0954587,0.53
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_14,62.2,32.53325025,0.208281556,0.228249837,0.083557746,0%,33.05333939,0.53
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_15,53,27.98854577,0.209690716,0.223791794,0.085009769,0%,28.50703805,0.54
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_16,45,23.99812031,0.211321866,0.219111894,0.086460686,0%,24.51501476,0.54
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_17,38,20.47153333,0.213184984,0.21419176,0.087931342,0%,20.98684142,0.55
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_18,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_19,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU12,H,E,broad,AgeCL_20,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_1,64.5,33.66289112,0.207990185,0.229239745,0.083223137,0%,34.18334419,0.53
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_2,113.8,57.40521345,0.205146001,0.243042572,0.077652763,0%,57.93105479,0.51
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_3,143.7,71.4812334,0.205190278,0.247300812,0.075117755,0%,72.00884225,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_4,158.2,78.24180366,0.205480996,0.248703007,0.074018297,0%,78.77000596,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_5,161.5,79.77510535,0.20556677,0.248973215,0.073777563,0%,80.3034229,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_6,157.2,77.77678992,0.205456359,0.248617738,0.074091903,0%,78.30495592,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_7,148.1,73.53686064,0.205262798,0.24776537,0.074776536,0%,74.06466534,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_8,136.2,67.96854806,0.205101436,0.24642286,0.075716175,0%,68.49578853,0.50
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_9,123,61.75755626,0.205065307,0.244582332,0.076827372,0%,62.28403127,0.51
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_10,109.4,55.31628891,0.205220229,0.242220775,0.078064606,0%,55.84179452,0.51
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_11,96.3,49.06623041,0.205602182,0.23939459,0.079367707,0%,49.59059489,0.51
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_12,83.9,43.10297375,0.206236456,0.236090686,0.080730943,0%,43.62603184,0.52
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_13,72.5,37.57383689,0.207129613,0.232361348,0.082130846,0%,38.0954587,0.53
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_14,62.2,32.53325025,0.208281556,0.228249837,0.083557746,0%,33.05333939,0.53
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_15,53,27.98854577,0.209690716,0.223791794,0.085009769,0%,28.50703805,0.54
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_16,45,23.99812031,0.211321866,0.219111894,0.086460686,0%,24.51501476,0.54
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_17,38,20.47153333,0.213184984,0.21419176,0.087931342,0%,20.98684142,0.55
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_18,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_19,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU21,H,E,broad,AgeCL_20,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_1,64.5,33.66289112,0.207990185,0.229239745,0.083223137,0%,34.18334419,0.53
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_2,113.8,57.40521345,0.205146001,0.243042572,0.077652763,0%,57.93105479,0.51
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_3,143.7,71.4812334,0.205190278,0.247300812,0.075117755,0%,72.00884225,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_4,158.2,78.24180366,0.205480996,0.248703007,0.074018297,0%,78.77000596,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_5,161.5,79.77510535,0.20556677,0.248973215,0.073777563,0%,80.3034229,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_6,157.2,77.77678992,0.205456359,0.248617738,0.074091903,0%,78.30495592,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_7,148.1,73.53686064,0.205262798,0.24776537,0.074776536,0%,74.06466534,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_8,136.2,67.96854806,0.205101436,0.24642286,0.075716175,0%,68.49578853,0.50
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_9,123,61.75755626,0.205065307,0.244582332,0.076827372,0%,62.28403127,0.51
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_10,109.4,55.31628891,0.205220229,0.242220775,0.078064606,0%,55.84179452,0.51
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_11,96.3,49.06623041,0.205602182,0.23939459,0.079367707,0%,49.59059489,0.51
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_12,83.9,43.10297375,0.206236456,0.236090686,0.080730943,0%,43.62603184,0.52
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_13,72.5,37.57383689,0.207129613,0.232361348,0.082130846,0%,38.0954587,0.53
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_14,62.2,32.53325025,0.208281556,0.228249837,0.083557746,0%,33.05333939,0.53
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_15,53,27.98854577,0.209690716,0.223791794,0.085009769,0%,28.50703805,0.54
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_16,45,23.99812031,0.211321866,0.219111894,0.086460686,0%,24.51501476,0.54
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_17,38,20.47153333,0.213184984,0.21419176,0.087931342,0%,20.98684142,0.55
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_18,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_19,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU22,H,E,broad,AgeCL_20,32,17.41770938,0.215241589,0.209143161,0.089402911,1%,17.93149704,0.56
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_1,64.5,33.66289112,0.207990185,0.229239745,0.083223137,0%,34.18334419,0.53
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_2,113.8,57.40521345,0.205146001,0.243042572,0.077652763,0%,57.93105479,0.51
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_3,143.7,71.4812334,0.205190278,0.247300812,0.075117755,0%,72.00884225,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_4,158.2,78.24180366,0.205480996,0.248703007,0.074018297,0%,78.77000596,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_5,161.5,79.77510535,0.20556677,0.248973215,0.073777563,0%,80.3034229,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_6,157.2,77.77678992,0.205456359,0.248617738,0.074091903,0%,78.30495592,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_7,148.1,73.53686064,0.205262798,0.24776537,0.074776536,0%,74.06466534,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_8,136.2,67.96854806,0.205101436,0.24642286,0.075716175,0%,68.49578853,0.50
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_9,123,61.75755626,0.205065307,0.244582332,0.076827372,0%,62.28403127,0.51
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_10,109.4,55.31628891,0.205220229,0.242220775,0.078064606,0%,55.84179452,0.51
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_11,96.3,49.06623041,0.205602182,0.23939459,0.079367707,0%,49.59059489,0.51
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_12,83.9,43.10297375,0.206236456,0.236090686,0.080730943,0%,43.62603184,0.52
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_13,72.5,37.57383689,0.207129613,0.232361348,0.082130846,0%,38.0954587,0.53
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_14,62.2,32.53325025,0.208281556,0.228249837,0.083557746,0%,33.05333939,0.53
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_15,53,27.98854577,0.209690716,0.223791794,0.085009769,0%,28.50703805,0.54
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_16,45,23.99812031,0.211321866,0.219111894,0.086460686,0%,24.51501476,0.54
HU,ForAWS,OS,HU23,H,E,broad,AgeCL_17,38,20.47153333,0.213184984,0.21419176,0.087931342,0%,20.98684142,0.55
