country,region,nuts2,forest_type,con_broad,mgmt_type,rotation_age,mai_vol_m3_ha_yr,bcef,mai_co2_tCO2_ha_yr
PL,SD,SD,BT,broad,H,45,3.506666666666667,0.48,3.857333333333333
PL,SL,SL,BT,broad,H,35,4.182857142857143,0.48,4.601142857142857
PL,WP,WP,BT,broad,H,35,3.257142857142857,0.49,3.6574999999999998
PL,BT,BT,FS,broad,H,25,5.0,0.66,7.5625
PL,CP,CP,FS,broad,H,35,5.002857142857143,0.63,7.222874999999998
PL,MP,MP,FS,broad,H,25,5.4079999999999995,0.66,8.1796
PL,MS,MS,FS,broad,H,25,7.028,0.63,10.146674999999998
PL,MZ,MZ,FS,broad,H,35,2.157142857142857,0.71,3.5098511904761898
PL,SD,SD,FS,broad,H,45,6.613333333333334,0.59,8.941777777777776
PL,SL,SL,FS,broad,H,35,4.937142857142858,0.64,7.241142857142858
PL,WP,WP,FS,broad,H,25,5.247999999999999,0.66,7.937599999999999
PL,BT,BT,OB,broad,H,35,5.371428571428571,0.37,4.5545238095238085
PL,CP,CP,OB,broad,H,55,4.849090909090909,0.37,4.111624999999999
PL,MP,MP,OB,broad,H,35,4.768571428571429,0.37,4.043351190476191
PL,MS,MS,OB,broad,H,25,3.448,0.38,3.0026333333333333
PL,MZ,MZ,OB,broad,H,35,5.011428571428572,0.37,4.249273809523809
PL,SD,SD,OB,broad,H,25,5.0,0.37,4.239583333333333
PL,SL,SL,OB,broad,H,25,5.672000000000001,0.37,4.809383333333333
PL,WP,WP,OB,broad,H,35,5.5771428571428565,0.37,4.7289523809523795
PL,BT,BT,OC,con,H,35,7.1,0.46,7.484583333333333
PL,CP,CP,OC,con,H,55,6.654545454545454,0.45,6.862500000000001
PL,MP,MP,OC,con,H,35,5.345714285714285,0.46,5.635273809523809
PL,MS,MS,OC,con,H,35,4.859999999999999,0.47,5.234624999999999
PL,MZ,MZ,OC,con,H,35,4.231428571428571,0.47,4.5576011904761895
PL,SD,SD,OC,con,H,25,6.296,0.47,6.781316666666667
PL,SL,SL,OC,con,H,35,5.48,0.46,5.776833333333334
PL,WP,WP,OC,con,H,35,3.8085714285714287,0.47,4.1021488095238094
PL,BT,BT,PA,con,H,35,6.688571428571429,0.44,6.744309523809524
PL,CP,CP,PA,con,H,55,5.163636363636364,0.44,5.206666666666667
PL,MP,MP,PA,con,H,35,3.5085714285714285,0.44,3.5378095238095235
PL,MS,MS,PA,con,H,35,5.728571428571429,0.44,5.776309523809523
PL,MZ,MZ,PA,con,H,35,5.1085714285714285,0.44,5.151142857142857
PL,SD,SD,PA,con,H,25,5.824,0.44,5.872533333333333
PL,SL,SL,PA,con,H,35,5.94,0.44,5.989500000000001
PL,WP,WP,PA,con,H,35,5.111428571428571,0.44,5.1540238095238085
PL,BT,BT,PS,con,H,25,5.728,0.39,5.1194
PL,CP,CP,PS,con,H,35,5.297142857142857,0.38,4.612928571428572
PL,MP,MP,PS,con,H,25,5.4079999999999995,0.4,4.957333333333333
PL,MS,MS,PS,con,H,25,5.747999999999999,0.39,5.137275
PL,MZ,MZ,PS,con,H,25,5.468,0.4,5.012333333333334
PL,SD,SD,PS,con,H,25,4.832,0.41,4.540066666666666
PL,SL,SL,PS,con,H,25,6.007999999999999,0.39,5.369649999999999
PL,WP,WP,PS,con,H,25,5.608,0.4,5.140666666666665
PL,BT,BT,QR,broad,H,35,4.997142857142857,0.63,7.214625
PL,CP,CP,QR,broad,H,35,4.208571428571429,0.65,6.269017857142858
PL,MP,MP,QR,broad,H,35,4.928571428571429,0.64,7.228571428571429
PL,MS,MS,QR,broad,H,35,4.145714285714286,0.65,6.175386904761905
PL,MZ,MZ,QR,broad,H,35,4.474285714285714,0.64,6.562285714285714
PL,SD,SD,QR,broad,H,25,5.472,0.65,8.151
PL,SL,SL,QR,broad,H,25,5.688,0.65,8.47275
PL,WP,WP,QR,broad,H,25,5.36,0.66,8.107000000000001
PT,PT11,PT11,PM,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT15,PT15,PM,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT16,PT16,PM,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT17,PT17,PM,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT18,PT18,PM,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT11,PT11,PP,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT15,PT15,PP,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT16,PT16,PP,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT17,PT17,PP,con,H,195,1.9574358974358974,0.5,2.242895299145299
PT,PT18,PT18,PP,con,H,195,1.9574358974358974,0.5,2.242895299145299
RO,RO11,RO11,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO12,RO12,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO21,RO21,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO22,RO22,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO31,RO31,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO41,RO41,AA,con,H,25,8.208,0.4,7.524000000000001
RO,RO11,RO11,ConBroad,con,H,45,4.082222222222222,0.52,4.864648148148148
RO,RO12,RO12,ConBroad,con,H,25,4.9239999999999995,0.52,5.867766666666666
RO,RO21,RO21,ConBroad,con,H,25,6.312,0.52,7.521800000000001
RO,RO22,RO22,ConBroad,con,H,25,4.5360000000000005,0.52,5.4054
RO,RO31,RO31,ConBroad,con,H,175,3.7405714285714287,0.53,4.543235714285714
RO,RO41,RO41,ConBroad,con,H,75,4.316,0.52,5.143233333333334
RO,RO42,RO42,ConBroad,con,H,35,5.708571428571429,0.52,6.802714285714286
RO,RO11,RO11,FS,broad,H,25,3.68,0.65,5.481666666666667
RO,RO12,RO12,FS,broad,H,25,4.008,0.64,5.878399999999999
RO,RO21,RO21,FS,broad,H,25,5.1,0.64,7.479999999999999
RO,RO22,RO22,FS,broad,H,25,4.704,0.64,6.8991999999999996
RO,RO31,RO31,FS,broad,H,25,4.9319999999999995,0.64,7.233599999999999
RO,RO41,RO41,FS,broad,H,25,5.684,0.64,8.336533333333334
RO,RO42,RO42,FS,broad,H,25,4.904,0.64,7.1925333333333334
RO,RO11,RO11,OB,broad,H,25,2.7439999999999998,0.61,3.8358833333333324
RO,RO12,RO12,OB,broad,H,25,3.18,0.61,4.445374999999999
RO,RO21,RO21,OB,broad,H,35,2.9771428571428573,0.61,4.1617976190476185
RO,RO22,RO22,OB,broad,H,25,2.716,0.61,3.7967416666666667
RO,RO31,RO31,OB,broad,H,25,3.2239999999999998,0.61,4.506883333333333
RO,RO32,RO32,OB,broad,H,25,2.9760000000000004,0.61,4.160200000000001
RO,RO41,RO41,OB,broad,H,25,3.264,0.61,4.562799999999999
RO,RO42,RO42,OB,broad,H,35,3.2142857142857144,0.61,4.493303571428572
RO,RO11,RO11,OC,con,H,35,4.717142857142857,0.41,4.432148809523809
RO,RO12,RO12,OC,con,H,35,4.968571428571429,0.41,4.668386904761904
RO,RO21,RO21,OC,con,H,45,5.402222222222222,0.4,4.952037037037037
RO,RO22,RO22,OC,con,H,25,5.276,0.41,4.9572416666666665
RO,RO31,RO31,OC,con,H,175,6.613714285714286,0.4,6.062571428571428
RO,RO32,RO32,OC,con,H,25,5.276,0.41,4.9572416666666665
RO,RO41,RO41,OC,con,H,85,5.027058823529412,0.4,4.608137254901961
RO,RO42,RO42,OC,con,H,55,4.961818181818181,0.4,4.548333333333333
RO,RO11,RO11,PA,con,H,35,3.3400000000000003,0.41,3.138208333333333
RO,RO12,RO12,PA,con,H,35,4.708571428571429,0.41,4.424095238095238
RO,RO21,RO21,PA,con,H,25,6.0360000000000005,0.41,5.6713249999999995
RO,RO22,RO22,PA,con,H,25,6.272,0.41,5.893066666666666
RO,RO31,RO31,PA,con,H,25,7.676,0.41,7.212241666666666
RO,RO41,RO41,PA,con,H,25,7.388,0.41,6.941641666666666
RO,RO42,RO42,PA,con,H,25,4.08,0.41,3.8335
RO,RO11,RO11,PredBroad,broad,H,35,3.4885714285714284,0.58,4.636892857142856
RO,RO12,RO12,PredBroad,broad,H,175,3.7714285714285714,0.59,5.099285714285714
RO,RO21,RO21,PredBroad,broad,H,25,3.804,0.58,5.056149999999999
RO,RO22,RO22,PredBroad,broad,H,25,4.328,0.58,5.752633333333334
RO,RO31,RO31,PredBroad,broad,H,25,3.428,0.58,4.556383333333333
RO,RO32,RO32,PredBroad,broad,H,25,4.072,0.58,5.412366666666665
RO,RO41,RO41,PredBroad,broad,H,35,3.1228571428571428,0.58,4.150797619047618
RO,RO42,RO42,PredBroad,broad,H,25,4.1,0.58,5.449583333333332
RO,RO11,RO11,PredCon,con,H,25,5.9879999999999995,0.46,6.31235
RO,RO12,RO12,PredCon,con,H,25,5.744,0.46,6.055133333333334
RO,RO21,RO21,PredCon,con,H,25,6.263999999999999,0.46,6.6033
RO,RO22,RO22,PredCon,con,H,25,7.64,0.46,8.053833333333333
RO,RO31,RO31,PredCon,con,H,25,4.3919999999999995,0.46,4.629899999999999
RO,RO41,RO41,PredCon,con,H,25,5.132000000000001,0.46,5.409983333333334
RO,RO42,RO42,PredCon,con,H,25,6.76,0.46,7.126166666666665
RO,RO11,RO11,QR,broad,H,35,2.9914285714285715,0.66,4.524535714285714
RO,RO12,RO12,QR,broad,H,25,4.864,0.65,7.245333333333333
RO,RO21,RO21,QR,broad,H,25,3.568,0.66,5.3966
RO,RO22,RO22,QR,broad,H,25,3.464,0.66,5.2393
RO,RO31,RO31,QR,broad,H,25,2.92,0.66,4.4165
RO,RO32,RO32,QR,broad,H,25,4.176,0.66,6.3162
RO,RO41,RO41,QR,broad,H,25,2.8080000000000003,0.66,4.2471000000000005
RO,RO42,RO42,QR,broad,H,45,2.542222222222222,0.66,3.8451111111111107
SE,SE11,SE11,BT,broad,H,175,3.962285714285714,0.5,4.540119047619047
SE,SE12,SE12,BT,broad,H,25,4.336,0.52,5.167066666666668
SE,SE21,SE21,BT,broad,H,175,3.6622857142857144,0.5,4.196369047619047
SE,SE22,SE22,BT,broad,H,25,5.587999999999999,0.52,6.659033333333333
SE,SE23,SE23,BT,broad,H,25,5.68,0.52,6.768666666666666
SE,SE31,SE31,BT,broad,H,25,4.168,0.52,4.966866666666666
SE,SE32,SE32,BT,broad,H,25,3.3360000000000003,0.52,3.9754000000000005
SE,SE33,SE33,BT,broad,H,25,2.168,0.53,2.6332166666666668
SE,SE11,SE11,OB,broad,H,25,4.828,0.48,5.3108
SE,SE12,SE12,OB,broad,H,25,4.188,0.48,4.606799999999999
SE,SE21,SE21,OB,broad,H,25,4.0280000000000005,0.48,4.4308
SE,SE22,SE22,OB,broad,H,25,4.748,0.48,5.222799999999999
SE,SE23,SE23,OB,broad,H,25,4.292,0.48,4.7212
SE,SE31,SE31,OB,broad,H,25,4.168,0.48,4.5847999999999995
SE,SE32,SE32,OB,broad,H,25,3.3360000000000003,0.48,3.6696
SE,SE33,SE33,OB,broad,H,25,2.168,0.48,2.3848
SE,SE11,SE11,PA,con,H,175,3.2062857142857144,0.43,3.159527380952381
SE,SE12,SE12,PA,con,H,25,5.0760000000000005,0.44,5.1183
SE,SE21,SE21,PA,con,H,25,5.1,0.44,5.142499999999998
SE,SE22,SE22,PA,con,H,25,6.58,0.44,6.634833333333333
SE,SE23,SE23,PA,con,H,25,5.812,0.44,5.860433333333334
SE,SE31,SE31,PA,con,H,45,3.98,0.44,4.013166666666667
SE,SE32,SE32,PA,con,H,55,2.6963636363636367,0.44,2.7188333333333334
SE,SE33,SE33,PA,con,H,55,1.72,0.45,1.7737500000000002
SE,SE11,SE11,PS,con,H,25,4.24,0.45,4.3725000000000005
SE,SE12,SE12,PS,con,H,25,4.096,0.45,4.224
SE,SE21,SE21,PS,con,H,25,3.656,0.45,3.77025
SE,SE22,SE22,PS,con,H,25,3.6519999999999997,0.45,3.7661249999999997
SE,SE23,SE23,PS,con,H,25,3.556,0.45,3.667125
SE,SE31,SE31,PS,con,H,25,3.2560000000000002,0.45,3.35775
SE,SE32,SE32,PS,con,H,25,2.832,0.45,2.9204999999999997
SE,SE33,SE33,PS,con,H,25,1.712,0.45,1.7654999999999998
SI,?,NUTS0,FS,broad,H,55,3.141818181818182,0.49,3.528
SI,?,NUTS0,MFb,broad,H,75,3.7226666666666666,0.45,3.8389999999999995
SI,?,NUTS0,MFc,con,H,75,3.7226666666666666,0.42,3.583066666666666
SI,?,NUTS0,OB,broad,H,55,3.141818181818182,0.49,3.528
SI,?,NUTS0,PA,con,H,25,3.9360000000000004,0.48,4.3296
SI,?,NUTS0,QPb,broad,H,75,3.7226666666666666,0.45,3.8389999999999995
SI,?,NUTS0,QPc,con,H,75,3.7226666666666666,0.42,3.583066666666666
SI,?,NUTS0,QR,broad,H,55,3.141818181818182,0.49,3.528
SK,?,NUTS0,AA,con,H,65,5.326153846153846,0.36,4.3940769230769225
SK,?,NUTS0,FS,broad,H,65,4.2615384615384615,0.65,6.347916666666666
SK,?,NUTS0,OB,broad,H,55,3.3545454545454545,0.46,3.53625
SK,?,NUTS0,OC,con,H,55,4.96909090909091,0.45,5.124375000000001
SK,?,NUTS0,PA,con,H,65,6.001538461538462,0.42,5.776480769230768
SK,?,NUTS0,PS,con,H,55,4.22,0.42,4.06175
SK,?,NUTS0,QR,broad,H,65,3.1107692307692307,0.59,4.206019230769231
